status	original_url	effective_url	file
200	https://dnapainter.com	https://dnapainter.com/	references/databases-by-region.md:296
200	https://dnapainter.com/	https://dnapainter.com/	references/source-access-catalog.md:203
200	https://familyhistory.gg	https://familyhistory.gg/	references/uk-ireland-local-sources.md:119
200	https://familyhistory.gg/	https://familyhistory.gg/	references/uk-ireland-local-sources.md:50
200	https://familytreedna.com	https://www.familytreedna.com/	references/databases-by-region.md:294
200	https://felixarchief.antwerpen.be/	https://felixarchief.antwerpen.be/	references/local-databases-by-country.md:115
200	https://fgurgia.ru	https://fgurgia.ru/	references/databases-by-region.md:99
200	https://filae.com	http://www.filae.com/	references/databases-by-region.md:160
200	https://findagrave.com	https://www.findagrave.com/	SKILL.md:187,references/databases-by-region.md:44
200	https://fold3.com	https://www.fold3.com/	references/databases-by-region.md:222
200	https://francearchives.gouv.fr/fr/annuaire/departements	https://francearchives.gouv.fr/fr/annuaire/departements	references/local-databases-by-country.md:87,references/source-access-catalog.md:143
200	https://francearchives.gouv.fr/fr/article/26287471	https://francearchives.gouv.fr/fr/article/26287471	references/local-databases-by-country.md:89
200	https://francearchives.gouv.fr/fr/article/38170	https://francearchives.gouv.fr/fr/article/38170	references/local-databases-by-country.md:88
200	https://freebmd.org.uk	https://www.freebmd.org.uk/	references/databases-by-region.md:139
200	https://freecen.org.uk	https://www.freecen.org.uk/	references/databases-by-region.md:141
200	https://freecen2.freecen.org.uk/	https://www.freecen.org.uk/	references/source-access-catalog.md:126,references/uk-ireland-local-sources.md:19
200	https://freereg.org.uk	https://www.freereg.org.uk/	references/databases-by-region.md:140
200	https://gallica.bnf.fr/	https://gallica.bnf.fr/accueil/fr/html/accueil-fr	references/local-databases-by-country.md:96
200	https://gedbas.genealogy.net/	https://gedbas.genealogy.net/	references/local-databases-by-country.md:146
200	https://gedcom.io/specs	https://gedcom.io/specs/	references/gedcom-enrichment-workflow.md:6
200	https://gedmatch.com	https://www.gedmatch.com/	references/databases-by-region.md:295,references/vault-templates.md:207
200	https://genealogia.com.ua/	https://genealogia.com.ua/	references/local-databases-by-country.md:275
200	https://genealogy.royalbcmuseum.bc.ca/	https://genealogy.royalbcmuseum.bc.ca/	references/local-databases-by-country.md:352
200	https://geneszukacz.genealodzy.pl	https://geneszukacz.genealodzy.pl/	references/databases-by-region.md:58
200	https://geneszukacz.genealodzy.pl/	https://geneszukacz.genealodzy.pl/	references/local-databases-by-country.md:56
200	https://geneteka.genealodzy.pl	https://geneteka.genealodzy.pl/	references/databases-by-region.md:55,references/vault-templates.md:186
200	https://geneteka.genealodzy.pl/	https://geneteka.genealodzy.pl/	references/local-databases-by-country.md:55,references/source-access-catalog.md:156
200	https://geni.com	https://www.geni.com/	references/databases-by-region.md:47
200	https://genomelink.io/legal/terms-of-use	https://genomelink.io/legal/terms-of-use	references/source-access-catalog.md:103
200	https://geshergalicia.org	https://www.geshergalicia.org/	references/databases-by-region.md:283
200	https://github.com/FamilySearch/GEDCOM	https://github.com/FamilySearch/GEDCOM	references/gedcom-enrichment-workflow.md:7
200	https://github.com/FamilySearch/gedcomx	https://github.com/FamilySearch/gedcomx	references/gedcom-enrichment-workflow.md:9
200	https://github.com/findmypast/public_docs	https://github.com/findmypast/public_docs	references/source-access-catalog.md:73
200	https://glorecords.blm.gov/	https://glorecords.blm.gov/s/	references/local-databases-by-country.md:347
200	https://gov.genealogy.net/	https://gov.genealogy.net/	references/local-databases-by-country.md:144,references/source-access-catalog.md:141
200	https://grabsteine.genealogy.net/	https://grabsteine.genealogy.net/	references/local-databases-by-country.md:149
200	https://gravar.se	https://gravar.se/	references/local-databases-by-country.md:211
200	https://gravar.se/	https://gravar.se/	references/local-databases-by-country.md:211
200	https://guides.loc.gov/chronicling-america/additional-features	https://guides.loc.gov/chronicling-america/additional-features	references/source-access-catalog.md:53
200	https://hebcal.com	https://www.hebcal.com/	references/vault-templates.md:208
200	https://heritage.canadiana.ca	https://heritage.canadiana.ca/	references/databases-by-region.md:240
200	https://heritage.canadiana.ca/	https://heritage.canadiana.ca/	references/source-access-catalog.md:115
200	https://heritage.statueofliberty.org/	https://www.statueofliberty.org/arrival-search/	references/source-access-catalog.md:179
